turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
86,14.624358109220022,0.06837906953123252,1024,101810
87,14.433593234279831,0.06928281708985651,1024,103032
88,14.23778047773806,0.070235666406262,1024,104425
89,14.079980471065905,0.07102282578125596,1024,105814
90,13.88845818995601,0.07200223281250828,1024,107173
91,13.701867338787459,0.07298275302733259,1024,108448
92,9.406311160914031,0.10631160110408552,634,109661
93,13.423835327921397,0.07449435839845364,1024,110510
94,13.25829727484351,0.07542446660156088,1024,111804
95,12.90676010542586,0.07747877792968438,1024,113031
96,13.585846293986835,0.07360601455079063,1024,114300
97,13.434584372937008,0.0744347552734439,1024,115492
98,13.25534478737589,0.07544126660155825,1024,116732
99,0.3345839370643186,2.988786636842537,19,118005
100,8.592873817585636,0.11637550151771842,593,118089
101,12.108053699678608,0.08258965683531315,929,118798
102,12.956595125432576,0.0771807708984511,1024,118974
103,12.822220250553498,0.07798961337891797,1024,120218
104,12.654577830851503,0.07902278632812454,1024,121389
105,12.494941790709467,0.08003238564452886,1024,122514
106,8.923735414665067,0.11206069583334154,672,123770
107,8.825398494279877,0.11330933109118453,669,124600
108,12.150150117064758,0.08230350986326584,1024,125485
109,12.009031237134945,0.08327066357423973,1024,126714
110,11.86899865352238,0.08425310585937495,1024,127949
111,11.728758840050517,0.0852605133788984,1024,129150
112,8.545953676302593,0.11701444190751217,692,130436
113,11.562290270471072,0.08648805527343484,1024,130718
114,1.2884761061202632,0.776110628090035,89,131866
115,1.4140791191613915,0.7071740091834764,98,131993
116,8.973895929724137,0.11143432103861502,751,132098
117,10.365142446975987,0.0964772076327565,904,132266
118,1.5014765627762638,0.6660110619049409,105,132422
119,10.648004053447686,0.0939143143616867,940,132541
120,11.337235797369976,0.08820492207033226,1024,132727
