turn,episode_id,similarity_score,decay_score,retrieval_type
43,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5022760629653931,0.998644099398326,K
43,1215327c-89af-467e-a7de-42035e71f00c,0.5069074630737305,0.9986440993705858,K
44,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5826646089553833,0.9992833067806942,K
45,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.6418346762657166,0.9972446437314022,K
45,4e55baf2-81ee-4989-9710-852e59c9dd82,0.503232479095459,0.9985986446500327,K
46,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.503956139087677,0.9993017564966403,K
47,4e55baf2-81ee-4989-9710-852e59c9dd82,0.5045627951622009,0.9986081219231807,K
47,1215327c-89af-467e-a7de-42035e71f00c,0.5000641942024231,0.9972087164518972,K
48,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5358158946037292,0.998608768106062,K
48,1215327c-89af-467e-a7de-42035e71f00c,0.5553991794586182,0.9993024029340524,K
50,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5178099870681763,0.9988153582704502,K
50,1215327c-89af-467e-a7de-42035e71f00c,0.5149083137512207,0.9988153581317258,K
51,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5400875806808472,0.9992847801139848,K
51,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5172865390777588,0.995334021685092,K
51,1215327c-89af-467e-a7de-42035e71f00c,0.5353413820266724,0.9992847800029531,K
53,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.507871687412262,0.9986031507533668,K
56,4e55baf2-81ee-4989-9710-852e59c9dd82,0.5839812755584717,0.9943708541013782,K
56,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.615898072719574,1.0,KN
57,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.755574107170105,0.9994577799711062,K
57,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5068890452384949,1.0,KN
58,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.6700454354286194,0.9993248972622455,K
58,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5474088788032532,0.9993248972622455,K
59,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.6531879305839539,0.9993131821618665,K
59,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5082874894142151,0.9993131821341077,K
60,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7388967871665955,0.9993131050759609,K
69,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5422606468200684,0.9980087313778597,K
76,680f8938-ecbf-4123-9cb3-0a1e77c97277,0.5154603123664856,0.9993605844577462,K
77,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5280123949050903,0.9957595694284609,K
77,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5535538196563721,1.0,KN
79,19ad37fa-43ff-4551-80b7-7444c46d9e77,0.5056359767913818,0.9913206099183546,K
79,680f8938-ecbf-4123-9cb3-0a1e77c97277,0.600039005279541,0.9985720732367411,K
80,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5286381244659424,0.9981869537243477,K
80,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5115066170692444,0.9981869515061546,K
85,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5089706778526306,0.9967862584912969,K
90,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5072062015533447,0.9935828747865667,K
106,40bebc6f-e922-4cf7-876f-a5ea8cca9e75,0.5081127882003784,0.9980189881049092,K
110,f988b6d3-98d2-4a11-9ef2-15e74c324a08,0.5024682879447937,0.9986853127927436,K
112,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.6351723670959473,0.9993404786076823,KN
112,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.5143730640411377,0.999340478468885,KN
113,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.5950896143913269,0.9995885276224324,KN
113,8dcfd144-1061-4141-b5cb-842defe71935,0.5062839984893799,1.0,KN
114,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.6691002249717712,0.9998130314252474,KN
114,85e15072-7f49-471c-823d-fe75fb12ef6c,0.5193494558334351,0.9998130311752941,KN
114,4aaf77d5-84e5-48e8-84ad-d2f6adbe1668,0.5185267925262451,0.9994016295394955,K
115,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7178358435630798,0.967511752611415,K
115,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5137835144996643,0.9668471731356038,K
115,0c600398-e467-46fd-a21e-48948c60dddb,0.5282391905784607,0.9680329533889926,K
116,4e55baf2-81ee-4989-9710-852e59c9dd82,0.6341965794563293,0.9647800394949735,K
116,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.5469213724136353,0.9997644789061151,K
116,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5990460515022278,0.9997644788783439,K
116,0c600398-e467-46fd-a21e-48948c60dddb,0.5027567148208618,0.9997644787672589,K
116,f43e4c36-e541-40d0-9405-79a972f992fc,0.523614227771759,1.0,KN
117,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5131832361221313,0.9625200762890956,K
117,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5151084065437317,0.9611755799645844,K
117,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7241909503936768,0.9993035934647827,K
117,0c600398-e467-46fd-a21e-48948c60dddb,0.6022874712944031,0.9993035934092658,K
117,f43e4c36-e541-40d0-9405-79a972f992fc,0.6507371068000793,0.9993035924932375,K
120,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.5524049401283264,0.9995865991403594,KN
120,85e15072-7f49-471c-823d-fe75fb12ef6c,0.5388032793998718,0.9995865989182291,KN
120,3df4519a-8c63-4927-9e72-0c0471e5b46c,0.5195809602737427,0.9391627477803703,K
120,66e9b6d0-c2c3-4c48-ae4a-52e9b0386a28,0.6156581044197083,0.9601467655037772,K
120,1ce9d8e6-50e2-493a-a7b0-35c931623ebd,0.5257587432861328,0.997272076231262,K
