turn,k_count,episode_id,similarity_score,topic_label,k_only
45,2,4e55baf2-81ee-4989-9710-852e59c9dd82,0.503232479095459,b81d934f-ab9c-42b4-ac22-ed17aed4494c,True
46,1,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.503956139087677,d3842fd5-d769-45ff-8c38-23e321158efd,True
47,2,4e55baf2-81ee-4989-9710-852e59c9dd82,0.5045627951622009,b81d934f-ab9c-42b4-ac22-ed17aed4494c,True
47,2,1215327c-89af-467e-a7de-42035e71f00c,0.5000641942024231,d3842fd5-d769-45ff-8c38-23e321158efd,True
48,2,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5358158946037292,d3842fd5-d769-45ff-8c38-23e321158efd,True
48,2,1215327c-89af-467e-a7de-42035e71f00c,0.5553991794586182,d3842fd5-d769-45ff-8c38-23e321158efd,True
50,2,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5178099870681763,d3842fd5-d769-45ff-8c38-23e321158efd,True
50,2,1215327c-89af-467e-a7de-42035e71f00c,0.5149083137512207,d3842fd5-d769-45ff-8c38-23e321158efd,True
51,3,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5400875806808472,d3842fd5-d769-45ff-8c38-23e321158efd,True
51,3,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5172865390777588,d3842fd5-d769-45ff-8c38-23e321158efd,True
51,3,1215327c-89af-467e-a7de-42035e71f00c,0.5353413820266724,d3842fd5-d769-45ff-8c38-23e321158efd,True
53,1,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.507871687412262,d3842fd5-d769-45ff-8c38-23e321158efd,True
56,2,4e55baf2-81ee-4989-9710-852e59c9dd82,0.5839812755584717,b81d934f-ab9c-42b4-ac22-ed17aed4494c,True
56,2,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.615898072719574,d3842fd5-d769-45ff-8c38-23e321158efd,False
57,2,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.755574107170105,d3842fd5-d769-45ff-8c38-23e321158efd,True
57,2,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5068890452384949,d3842fd5-d769-45ff-8c38-23e321158efd,False
58,2,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.6700454354286194,d3842fd5-d769-45ff-8c38-23e321158efd,True
58,2,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5474088788032532,d3842fd5-d769-45ff-8c38-23e321158efd,True
59,2,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.6531879305839539,d3842fd5-d769-45ff-8c38-23e321158efd,True
59,2,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5082874894142151,d3842fd5-d769-45ff-8c38-23e321158efd,True
60,1,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7388967871665955,d3842fd5-d769-45ff-8c38-23e321158efd,True
69,1,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5422606468200684,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
76,1,680f8938-ecbf-4123-9cb3-0a1e77c97277,0.5154603123664856,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
77,2,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5280123949050903,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
77,2,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5535538196563721,9f2d66b0-2f55-4abe-b0c5-a5c906966432,False
79,2,19ad37fa-43ff-4551-80b7-7444c46d9e77,0.5056359767913818,ceb91a31-659a-4458-853e-7514a6414191,True
79,2,680f8938-ecbf-4123-9cb3-0a1e77c97277,0.600039005279541,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
80,2,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5286381244659424,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
80,2,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5115066170692444,9f2d66b0-2f55-4abe-b0c5-a5c906966432,True
85,1,d7affb80-9cc8-468a-9006-ca402d4a6040,0.5089706778526306,9f2d66b0-2f55-4abe-b0c5-a5c906966432,True
90,1,221b0d0c-5f88-4e99-b9f7-e55ef94d9a36,0.5072062015533447,6ebb6137-34e6-41bb-bd16-2ebe7bad0a54,True
106,1,40bebc6f-e922-4cf7-876f-a5ea8cca9e75,0.5081127882003784,8cfbd57e-aeb5-4173-a1a4-f96ce45db712,True
110,1,f988b6d3-98d2-4a11-9ef2-15e74c324a08,0.5024682879447937,8f0027a5-1e18-4220-ae85-c404b00758df,True
112,2,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.6351723670959473,353f67e4-6ffa-4386-854f-de3da3af850a,False
112,2,33b36e44-8f5e-43a2-ad5c-c479a313ffab,0.5143730640411377,ce38e723-859f-41d4-a5a4-2d157af73574,False
113,2,66c98bcc-2e06-4b06-b287-1d2a4a4653bf,0.5950896143913269,353f67e4-6ffa-4386-854f-de3da3af850a,False
113,2,8dcfd144-1061-4141-b5cb-842defe71935,0.5062839984893799,353f67e4-6ffa-4386-854f-de3da3af850a,False
114,3,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.6691002249717712,ce38e723-859f-41d4-a5a4-2d157af73574,False
114,3,85e15072-7f49-471c-823d-fe75fb12ef6c,0.5193494558334351,ce38e723-859f-41d4-a5a4-2d157af73574,False
114,3,4aaf77d5-84e5-48e8-84ad-d2f6adbe1668,0.5185267925262451,ce38e723-859f-41d4-a5a4-2d157af73574,True
115,3,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7178358435630798,d3842fd5-d769-45ff-8c38-23e321158efd,True
115,3,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5137835144996643,d3842fd5-d769-45ff-8c38-23e321158efd,True
115,3,0c600398-e467-46fd-a21e-48948c60dddb,0.5282391905784607,d3842fd5-d769-45ff-8c38-23e321158efd,True
116,5,4e55baf2-81ee-4989-9710-852e59c9dd82,0.6341965794563293,b81d934f-ab9c-42b4-ac22-ed17aed4494c,True
116,5,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.5469213724136353,d3842fd5-d769-45ff-8c38-23e321158efd,True
116,5,6e8eaff7-6ccf-452a-88f5-00f1f2368541,0.5990460515022278,d3842fd5-d769-45ff-8c38-23e321158efd,True
116,5,0c600398-e467-46fd-a21e-48948c60dddb,0.5027567148208618,d3842fd5-d769-45ff-8c38-23e321158efd,True
116,5,f43e4c36-e541-40d0-9405-79a972f992fc,0.523614227771759,d3842fd5-d769-45ff-8c38-23e321158efd,False
117,5,2648e4b4-a178-47bb-9ece-a7f03c465d8b,0.5131832361221313,d3842fd5-d769-45ff-8c38-23e321158efd,True
117,5,2ace4eed-35b3-4282-82ae-7a6894bacce7,0.5151084065437317,d3842fd5-d769-45ff-8c38-23e321158efd,True
117,5,e2f3b345-9619-46fc-b029-bf7bcec28cba,0.7241909503936768,d3842fd5-d769-45ff-8c38-23e321158efd,True
117,5,0c600398-e467-46fd-a21e-48948c60dddb,0.6022874712944031,d3842fd5-d769-45ff-8c38-23e321158efd,True
117,5,f43e4c36-e541-40d0-9405-79a972f992fc,0.6507371068000793,d3842fd5-d769-45ff-8c38-23e321158efd,True
120,5,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.5524049401283264,ce38e723-859f-41d4-a5a4-2d157af73574,False
120,5,85e15072-7f49-471c-823d-fe75fb12ef6c,0.5388032793998718,ce38e723-859f-41d4-a5a4-2d157af73574,False
120,5,3df4519a-8c63-4927-9e72-0c0471e5b46c,0.5195809602737427,ce38e723-859f-41d4-a5a4-2d157af73574,True
120,5,66e9b6d0-c2c3-4c48-ae4a-52e9b0386a28,0.6156581044197083,ce38e723-859f-41d4-a5a4-2d157af73574,True
120,5,1ce9d8e6-50e2-493a-a7b0-35c931623ebd,0.5257587432861328,ce38e723-859f-41d4-a5a4-2d157af73574,True
