turn,tokens_per_second,time_to_first_token,output_tokens,estimated_tokens
46,41.37839097981383,0.02416720361330249,1024,10742
47,41.13235460205549,0.024311761621106598,1024,11730
48,34.94978657838823,0.02861247801205076,664,11770
49,44.15195955840251,0.022649051367181983,1024,9158
50,40.10336626992061,0.02493556259764773,1024,11724
51,39.38302552218693,0.025391649999988886,1024,12899
52,42.898639989969524,0.02331076230467488,1024,9477
53,41.72561122337407,0.02396609589843024,1024,10664
54,43.57453780441206,0.0229491820312262,1024,9547
55,25.97634970582023,0.038496555956664735,277,9516
56,38.70377643470103,0.025837272021430453,747,9801
57,42.52096115212782,0.023517812695303064,1024,9649
58,41.78381504578315,0.023932711718742894,1024,10807
59,41.77991734113039,0.023934944433591454,1024,10748
60,38.943537623206595,0.02567820134049908,746,9802
61,43.30055265840441,0.023094393457029128,1024,9215
62,43.112334859605866,0.023195217871091245,1024,9448
63,42.982941057118374,0.023265043652344275,1024,9580
64,42.89484292392429,0.023312825781260926,1024,9498
65,39.750799436094006,0.025156726762380358,766,9496
66,43.09767230102647,0.02320310927734681,1024,9328
67,43.54975184039144,0.022962243359387458,1024,9538
68,43.01600014152653,0.023247163769525514,1024,9497
69,42.412464204817596,0.023577974511709954,1024,10476
70,43.58895315796183,0.022941592480464124,1024,9571
71,42.033357900592186,0.0237906284424141,886,9594
72,43.687017554153975,0.022890095410161848,1024,9486
73,36.87551614726484,0.027118264487646305,566,9641
74,37.70422019562415,0.02652223000002682,570,9087
75,43.901882284234425,0.02277806663335502,1001,9132
76,0.0,5.7979319999867585,0,10398
77,42.470606042432706,0.023545696498912503,914,9395
78,43.5820986615131,0.02294520068357997,1024,9509
79,38.12978774153538,0.0262262147059026,748,11519
80,42.885099239299926,0.023318122558606547,1024,10426
81,42.291820197938925,0.02364523435784243,911,9638
82,42.96378388920719,0.02327541732773698,958,9451
83,43.633516673331044,0.022918161914077473,1024,9610
84,43.4777982533634,0.023000244726574692,1024,9552
85,42.87467834937637,0.023323790136714706,1024,9633
86,43.57821302980465,0.022947246582049274,1024,9675
87,42.91238926562885,0.023303293457047403,1024,9530
88,43.479878442169216,0.022999144335926758,1024,9752
89,41.3913252993726,0.024159651636357672,825,9718
90,34.53370459097015,0.028957217647060062,527,10452
91,42.97299930732612,0.023270425991176232,908,9092
92,43.543096673642964,0.02296575292967873,1024,9365
93,43.392313799119464,0.023045556054682947,1024,9534
94,39.23356340666415,0.02548838069167435,694,9462
95,43.875571569839906,0.022791725878903435,1024,9151
96,43.60090878943894,0.022935301757797788,1024,9571
97,43.6180952751987,0.022926264746104152,1024,9477
98,43.63090159284135,0.0229195355468903,1024,9481
99,43.51532131968533,0.022980411718748428,1024,9528
100,43.05711033723832,0.023224967773444405,1024,9457
101,43.39485769241779,0.023044205078122104,1024,9472
102,43.52185608750285,0.022976961230455117,1024,9446
103,43.50675324870543,0.022984937402327432,1024,9468
104,43.37198863230958,0.02305635576172449,1024,9478
105,43.51680701957363,0.02297962714843038,1024,9432
106,42.23535395270045,0.02367684667967751,1024,10601
107,40.06952147232337,0.02495662446806896,752,9397
108,43.83432899258756,0.02281317001953198,1024,9250
109,43.490200177776764,0.022993685839850286,1024,9544
110,42.559914696585665,0.023496287695337514,1024,10419
111,43.51624575555878,0.02297992353516065,1024,9446
112,35.856029201918744,0.02788931240457846,524,9424
113,10.643160729243105,0.09395705142856708,70,8934
114,15.291012641753374,0.06539789243711808,119,9512
115,13.931325889314028,0.07178067672417644,116,10696
116,41.2346396889724,0.024251454785172655,1024,11739
117,39.346643823542784,0.025415128275862175,1015,13143
118,43.320379679599604,0.02308382353515981,1024,9513
119,35.127346487159414,0.028467849126194142,515,9508
120,41.04723851697891,0.02436217480467917,1024,11349
